GeoFIPS,GeoName,Region,Description,2014,2015,2016
" ""36000"" ",New York,2,Real per capita personal income (chained (2009) dollars) 2/,44501,46281,46416
" ""37000"" ",North Carolina,5,Real personal income (thousands of chained (2009) dollars),394576998,417191445,426788261
" ""37000"" ",North Carolina,5,Real per capita personal income (chained (2009) dollars) 2/,39691,41546,42020
" ""38000"" ",North Dakota,4,Real personal income (thousands of chained (2009) dollars),43059835,41600623,40960460
" ""38000"" ",North Dakota,4,Real per capita personal income (chained (2009) dollars) 2/,58295,55110,54213
" ""39000"" ",Ohio,3,Real personal income (thousands of chained (2009) dollars),502013218,520242393,525058214
" ""39000"" ",Ohio,3,Real per capita personal income (chained (2009) dollars) 2/,43300,44825,45176
" ""40000"" ",Oklahoma,6,Real personal income (thousands of chained (2009) dollars),179598384,175222481,170406087
" ""40000"" ",Oklahoma,6,Real per capita personal income (chained (2009) dollars) 2/,46348,44879,43458
" ""41000"" ",Oregon,8,Real personal income (thousands of chained (2009) dollars),153956200,165129861,168612804
" ""41000"" ",Oregon,8,Real per capita personal income (chained (2009) dollars) 2/,38871,41112,41266
" ""42000"" ",Pennsylvania,2,Real personal income (thousands of chained (2009) dollars),573720568,594249713,596803010
" ""42000"" ",Pennsylvania,2,Real per capita personal income (chained (2009) dollars) 2/,44856,46458,46672
" ""44000"" ",Rhode Island,1,Real personal income (thousands of chained (2009) dollars),46376934,48326864,48431714
" ""44000"" ",Rhode Island,1,Real per capita personal income (chained (2009) dollars) 2/,43968,45768,45795
" ""45000"" ",South Carolina,5,Real personal income (thousands of chained (2009) dollars),182168284,192574645,196475222
" ""45000"" ",South Carolina,5,Real per capita personal income (chained (2009) dollars) 2/,37757,39362,39613
" ""46000"" ",South Dakota,4,Real personal income (thousands of chained (2009) dollars),40817417,42376977,42424853
" ""46000"" ",South Dakota,4,Real per capita personal income (chained (2009) dollars) 2/,48051,49620,49243
" ""47000"" ",Tennessee,5,Real personal income (thousands of chained (2009) dollars),268445571,283270013,289224921
" ""47000"" ",Tennessee,5,Real per capita personal income (chained (2009) dollars) 2/,41047,42980,43496
" ""48000"" ",Texas,6,Real personal income (thousands of chained (2009) dollars),1175111219,1213803371,1204042310
" ""48000"" ",Texas,6,Real per capita personal income (chained (2009) dollars) 2/,43596,44211,43148
" ""49000"" ",Utah,7,Real personal income (thousands of chained (2009) dollars),105073721,112404141,116117345
" ""49000"" ",Utah,7,Real per capita personal income (chained (2009) dollars) 2/,35756,37657,38142
" ""50000"" ",Vermont,1,Real personal income (thousands of chained (2009) dollars),26432159,27369792,27808523
" ""50000"" ",Vermont,1,Real per capita personal income (chained (2009) dollars) 2/,42247,43830,44611
" ""51000"" ",Virginia,5,Real personal income (thousands of chained (2009) dollars),372679644,389420525,394265210
" ""51000"" ",Virginia,5,Real per capita personal income (chained (2009) dollars) 2/,44810,46544,46856
" ""53000"" ",Washington,8,Real personal income (thousands of chained (2009) dollars),313877729,331207356,341206848
" ""53000"" ",Washington,8,Real per capita personal income (chained (2009) dollars) 2/,44541,46304,46863
" ""54000"" ",West Virginia,5,Real personal income (thousands of chained (2009) dollars),68707126,69422264,69315967
" ""54000"" ",West Virginia,5,Real per capita personal income (chained (2009) dollars) 2/,37187,37734,37906
" ""55000"" ",Wisconsin,3,Real personal income (thousands of chained (2009) dollars),250739917,260354326,263699722
" ""55000"" ",Wisconsin,3,Real per capita personal income (chained (2009) dollars) 2/,43597,45202,45679
" ""56000"" ",Wyoming,7,Real personal income (thousands of chained (2009) dollars),31171047,31330612,30201278
" ""56000"" ",Wyoming,7,Real per capita personal income (chained (2009) dollars) 2/,53436,53456,51634
Note: See the included footnote file.,,,,,,
RPI1: Real Personal Income by state,,,,,,
"Last updated: May 17, 2018-- new estimates for 2016; revised estimates for 2010-2015. ",,,,,,
Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Prices Branch,,,,,,
