"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001"
"28000","Mississippi","5","SA25 1/","413","24","          Lumber and wood products",26565,26485,25390,26120,27296,26851,23970,26156,27492,28602,29986,28288,26499,23171,24301,27264,28377,28522,26441,28038,28553,28914,28100,28409,29809,30787,32107,31668,31902,31292,28786,26747,"(NA)"
"28000","Mississippi","5","SA25 1/","417","25","          Furniture and fixtures",14279,13167,14323,17310,18662,16760,14130,16400,17324,18339,17760,16645,16556,14914,16815,18308,19659,20630,22685,24785,26503,26947,26617,27706,28936,30117,28489,27095,27470,28000,30981,31340,"(NA)"
"28000","Mississippi","5","SA25 1/","420","32","          Stone, clay, and glass products",6272,6072,6551,6968,7283,7131,6605,7702,7931,8341,8072,7279,6893,5912,6035,6434,6030,6348,6340,6601,6327,6345,6083,5773,5684,5837,5902,5861,5803,6043,6356,6490,"(NA)"
"28000","Mississippi","5","SA25 1/","423","33","          Primary metal industries",1885,1898,2080,2287,2307,2524,2201,2367,2699,2972,3238,3414,3495,3200,3313,3910,4068,3715,3983,4058,4206,4268,4234,3991,4051,4476,4580,4546,4768,4862,4522,4392,"(NA)"
"28000","Mississippi","5","SA25 1/","426","34","          Fabricated metal products",8893,9209,9465,9913,10626,9927,9220,10244,10585,11467,11657,10979,11131,10325,10516,12215,12484,12400,12590,13422,14115,13621,13267,12944,12926,14010,14029,13785,13608,13963,13679,13642,"(NA)"
"28000","Mississippi","5","SA25 1/","429","35","          Industrial machinery and equipment",7644,7733,7922,9513,10932,11371,10189,10730,11829,13690,14808,13982,13838,11830,11281,12748,13170,12518,13031,14639,15037,14563,14084,14380,14754,16506,17698,18325,18503,18945,19240,19188,"(NA)"
"28000","Mississippi","5","SA25 1/","432","36","          Electronic and other electric equipment",12570,12718,12988,15657,18878,20596,16382,17966,20524,22742,23225,21553,21346,19346,21237,22906,22616,21630,21194,21346,22421,22071,20974,20823,21676,22868,22990,22753,22319,21799,21886,21763,"(NA)"
"28000","Mississippi","5","SA25 1/","435","371","          Motor vehicles and equipment",1483,1603,1564,2097,2220,2119,2622,2740,3547,3159,2998,2761,2971,2859,3573,3999,4864,5028,5031,5590,5630,4977,4679,5032,5431,6685,6636,6475,6985,7301,6300,5087,"(NA)"
"28000","Mississippi","5","SA25 1/","438","372-379","          Other transportation equipment",12859,13472,16912,21850,22229,22056,25260,26697,28553,25414,22568,17716,18675,19192,14372,14211,15408,16564,16117,14735,13848,16447,19240,20032,18846,17964,17032,15223,13723,17697,18960,15972,"(NA)"
"28000","Mississippi","5","SA25 1/","441","38","          Instruments and related products",1583,1531,1789,1833,2155,2090,1804,1784,2125,1993,1911,2082,1798,1434,1239,1319,1277,1214,1348,2330,2361,2394,2367,2161,2218,2195,2114,1655,1627,1578,1362,1571,"(NA)"
"28000","Mississippi","5","SA25 1/","444","39","          Miscellaneous manufacturing industries",4174,4120,4528,5102,5318,5045,4050,4617,4840,4841,4843,4234,4198,3918,3691,3882,3974,4267,4202,3998,3619,3365,3391,3590,3465,3601,3699,3582,3580,3770,3981,3934,"(NA)"
"28000","Mississippi","5","SA25 1/","447","...","          Ordnance 3/",959,696,86,26,0,0,"(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)"
"28000","Mississippi","5","SA25 1/","450","...","        Nondurable goods manufacturing",88789,89194,91115,94474,98069,98627,90615,97160,98546,99618,101172,100969,99604,94016,95431,99220,98154,99302,101325,104711,107039,108010,110094,112087,113242,111099,107646,100354,96750,94817,92103,87879,82005
"28000","Mississippi","5","SA25 1/","453","20","          Food and kindred products",18053,19015,19530,19647,19745,20410,19411,19693,20402,20706,22022,22803,22366,21782,22424,22376,23136,22538,23640,24690,25382,26824,28317,28532,29556,29602,30313,30337,29235,29529,29939,29975,"(NA)"
"28000","Mississippi","5","SA25 1/","456","21","          Tobacco products",0,0,0,"(L)",0,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(D)","(D)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"28000","Mississippi","5","SA25 1/","459","22","          Textile mill products",7123,6698,5840,7119,6655,6479,5956,6479,6383,6486,6401,6514,6464,6078,5825,5916,6137,6236,6685,7280,7104,6619,6215,6764,6487,5954,5421,4186,4696,4782,4681,4239,"(NA)"
"28000","Mississippi","5","SA25 1/","462","23","          Apparel and other textile products",38823,38931,40259,41316,43377,42788,38484,42285,42362,41739,40910,41198,39998,36336,36613,38587,36079,36809,36327,37457,37999,36419,37130,36850,35937,33700,30534,25599,23587,21183,17590,15153,"(NA)"
"28000","Mississippi","5","SA25 1/","465","26","          Paper and allied products",7131,7078,6964,7003,7233,7294,6355,6600,7013,7415,7365,7342,7373,7417,7506,7492,7485,7775,7944,8128,8717,9081,9238,9303,9531,9587,9551,9665,9408,9019,8792,8252,"(NA)"
"28000","Mississippi","5","SA25 1/","468","27","          Printing and publishing",3220,3319,3427,3526,3833,4067,4074,4194,4640,5309,6063,6287,6379,6343,6446,6944,7162,7348,7288,7483,7749,7986,7800,7929,8003,8113,8207,8188,8353,8412,8338,8278,"(NA)"
"28000","Mississippi","5","SA25 1/","471","28","          Chemicals and allied products",5354,5537,5795,5559,5927,6453,6036,6454,6747,7205,7301,7168,7265,6631,6473,6757,6671,6492,6256,6344,6625,6562,6994,7074,7116,7215,7144,7073,7030,7388,7579,7613,"(NA)"
"28000","Mississippi","5","SA25 1/","474","29","          Petroleum and coal products",1259,1405,1451,1381,1419,1552,1763,1693,1607,1676,1748,1731,1801,1916,2081,2056,2108,2008,2035,2103,2112,2287,2369,2545,2600,2573,2584,2501,2286,2256,2417,2366,"(NA)"
"28000","Mississippi","5","SA25 1/","477","30","          Rubber and miscellaneous plastics products",5347,5088,5622,6521,7475,7230,6378,7345,7144,7004,7039,5953,6210,5964,6544,7944,8667,9546,10637,10738,10725,11691,11532,12536,13450,13880,13433,12410,11799,12043,12669,11907,"(NA)"
"28000","Mississippi","5","SA25 1/","480","31","          Leather and leather products",2479,2123,2227,2401,2405,2353,2157,2416,2247,2076,2321,1970,1745,"(D)","(D)",1144,705,546,511,486,625,540,498,553,561,469,453,389,350,197,92,90,"(NA)"
"28000","Mississippi","5","SA25 1/","500","E","      Transportation and public utilities",32922,33170,34247,37497,39603,40784,39136,39714,41616,44379,47078,47177,46732,45894,45020,46043,47078,47457,50647,52026,53694,53420,53838,52901,55578,57849,60719,63026,63137,65749,68242,70666,70737
"28000","Mississippi","5","SA25 1/","510","40","        Railroad transportation",4814,4282,3844,3850,3983,4033,3812,3897,4129,4146,4299,4312,4219,3481,2900,2704,2347,2039,1647,1546,1661,1756,1896,1840,1766,1754,1823,1812,1742,"(D)","(D)","(D)","(NA)"
"28000","Mississippi","5","SA25 1/","520","42","        Trucking and warehousing",9260,9624,10592,12482,13049,13606,12604,12810,13928,15381,16681,16078,15647,15539,16197,17875,19057,19444,22154,21537,22927,22135,22686,21840,23437,24514,26467,27675,27960,30401,32438,33745,"(NA)"
"28000","Mississippi","5","SA25 1/","530","44","        Water transportation",2300,1865,1897,2265,2889,2937,2716,2686,2781,3124,3332,3650,3479,3075,2766,2629,2468,2420,2611,2769,2600,2667,2516,2435,2194,2624,2638,2669,"(D)",2351,1843,1794,"(NA)"
"28000","Mississippi","5","SA25 1/","540","41, 45-47","        Other transportation",2271,2443,2477,2434,2537,2643,2610,2710,2749,2856,2907,2841,2794,2936,3020,3120,3682,3998,4296,6106,6288,6635,6865,7072,7856,8336,8794,9251,"(D)","(D)","(D)","(D)","(NA)"
"28000","Mississippi","5","SA25 1/","541","41","          Local and interurban passenger transit",1182,1182,1195,1231,1235,1270,1256,1359,1271,1274,1210,1095,1077,1012,1050,1062,1026,1062,1153,1152,1116,1101,1240,1198,1273,1480,1677,1831,2089,2415,2573,2752,"(NA)"
"28000","Mississippi","5","SA25 1/","542","45","          Transportation by air",649,729,721,684,692,744,745,735,793,796,796,796,745,837,781,804,1215,1366,1661,3468,3613,3858,3868,4191,4660,4865,5043,5381,5080,5123,5260,5142,"(NA)"
"28000","Mississippi","5","SA25 1/","543","46","          Pipelines, except natural gas",163,173,179,185,174,166,162,168,158,161,158,184,177,165,160,157,256,228,225,224,227,216,229,230,238,212,215,201,177,"(D)","(D)","(D)","(NA)"
"28000","Mississippi","5","SA25 1/","544","47","          Transportation services",277,359,382,334,436,463,447,448,527,625,743,766,795,922,1029,1097,1185,1342,1257,1262,1332,1460,1528,1453,1685,1779,1859,1838,"(D)",2103,1985,1991,"(NA)"
"28000","Mississippi","5","SA25 1/","560","48","        Communications",7918,8421,8767,9235,9693,9980,9996,10193,10498,11054,11624,11662,11493,11335,10430,9739,9429,9168,9112,9208,9444,9420,9233,9066,9561,9951,10525,11298,11652,11730,12150,13082,"(NA)"
"28000","Mississippi","5","SA25 1/","570","49","        Electric, gas, and sanitary services",6359,6535,6670,7231,7452,7585,7398,7418,7531,7818,8235,8634,9100,9528,9707,9976,10095,10388,10827,10860,10774,10807,10642,10648,10764,10670,10472,10321,10029,9733,10109,10312,"(NA)"
"28000","Mississippi","5","SA25 1/","610","F","      Wholesale trade",26882,27205,27909,28650,30754,32242,39408,41440,43062,44695,44766,45454,45507,43520,43409,44281,42685,42673,41624,42676,43933,43968,43874,45339,45272,46843,47714,47670,48729,51132,51032,50607,47697
"28000","Mississippi","5","SA25 1/","620","G","      Retail trade",111985,114528,120606,127463,133234,136060,130961,137239,143840,151815,154073,153800,153774,154022,157390,164552,168466,171875,176602,181098,185151,187604,187437,192367,200464,208321,217261,224374,227826,228473,237174,240785,238942
"28000","Mississippi","5","SA25 1/","621","52","        Building materials and garden equipment",8631,8526,8935,8531,8820,8881,6182,6405,7083,7556,7682,7505,7253,6903,7398,8135,7896,7985,7629,7707,7445,7016,6955,7408,8165,8986,9696,10250,10540,10472,10904,10793,"(NA)"
"28000","Mississippi","5","SA25 1/","622","53","        General merchandise stores",16263,17391,18324,21454,22593,23172,18015,18227,18900,20338,19740,20075,20068,19831,19371,20068,21429,22086,22963,24376,26445,26761,26574,27350,28852,30547,32398,32685,34085,36094,39255,40854,"(NA)"
"28000","Mississippi","5","SA25 1/","623","54","        Food stores",18806,19049,20326,21220,21742,22890,23815,24683,25675,26469,26519,26517,27705,28817,29582,30116,30856,32215,32641,34027,35466,36083,34860,34531,34425,35392,35653,36091,35887,34953,34531,33290,"(NA)"
"28000","Mississippi","5","SA25 1/","624","55","        Automotive dealers and service stations",23072,22807,23711,24108,24873,23964,22830,23741,24280,24450,24079,22500,21163,19967,20924,21833,22469,22475,23435,24281,24420,24734,24574,24834,25061,25902,27209,28713,29178,29825,30781,31043,"(NA)"
"28000","Mississippi","5","SA25 1/","625","56","        Apparel and accessory stores",5935,6061,6404,6572,7089,7156,7681,8135,8486,9142,9865,9623,9546,9065,8979,9173,9188,9214,9706,9346,8967,9117,8964,9353,9336,9339,9489,9493,9388,9154,9348,9313,"(NA)"
"28000","Mississippi","5","SA25 1/","626","57","        Home furniture and furnishings stores",5248,5124,5366,5521,6103,6149,5996,6386,6602,6934,6724,6508,6089,6371,6267,6658,6910,6691,6947,7075,6850,6801,6656,6563,6915,7400,8135,8436,8651,8810,9254,9889,"(NA)"
"28000","Mississippi","5","SA25 1/","627","58","        Eating and drinking places",16773,16875,18028,20227,21917,22433,23590,26286,28766,32014,33440,34005,33917,34693,36581,39500,41110,42233,43927,45525,46543,47967,48814,50904,55513,57775,60965,62479,63823,65956,69144,71037,"(NA)"
"28000","Mississippi","5","SA25 1/","628","59","        Miscellaneous retail",17257,18695,19512,19830,20097,21415,22852,23376,24048,24912,26024,27067,28033,28375,28288,29069,28608,28976,29354,28761,29015,29125,30040,31424,32197,32980,33716,36227,36274,33209,33957,34566,"(NA)"
"28000","Mississippi","5","SA25 1/","700","H","      Finance, insurance, and real estate",35607,37437,40396,40843,44683,45929,46113,49208,52041,54573,54126,54640,54307,55333,55777,57447,58978,62509,58744,60030,59901,60197,59883,58863,60415,62174,64319,66906,70471,72744,73795,76886,77014
"28000","Mississippi","5","SA25 1/","710","60, 61","        Depository and nondepository institutions",11039,11404,11820,12147,13214,14426,15005,15401,16254,17095,18020,17849,17921,17786,18033,18581,19235,20049,20580,20698,20761,20237,19883,19705,20092,20668,20918,21443,21995,22254,22372,22371,"(NA)"
"28000","Mississippi","5","SA25 1/","730","62-65, 67","        Other finance, insurance, and real estate",24568,26033,28576,28696,31469,31503,31108,33807,35787,37478,36106,36791,36386,37547,37744,38866,39743,42460,38164,39332,39140,39960,40000,39158,40323,41506,43401,45463,48476,50490,51423,54515,"(NA)"
"28000","Mississippi","5","SA25 1/","731","62","          Security and commodity brokers",1585,865,1068,1136,954,805,738,587,609,868,992,769,854,991,1128,1083,972,1091,1149,1043,900,823,846,944,975,1136,1220,1321,1403,1516,1583,1963,"(NA)"
"28000","Mississippi","5","SA25 1/","732","63","          Insurance carriers",4556,4719,5026,4427,4730,5492,5659,5629,5954,6887,6812,7075,6873,6912,6711,6807,6943,7301,7539,7575,7644,7741,7775,7335,7205,7169,7193,7083,6864,7483,7174,6634,"(NA)"
"28000","Mississippi","5","SA25 1/","733","64","          Insurance agents, brokers, and services",5258,5378,5860,6013,6131,6341,6454,6649,7112,7306,7423,7077,7178,7438,7557,7712,7497,7855,9004,8827,9077,9839,10369,9975,10886,11693,11753,11621,12143,12096,12049,11751,"(NA)"
"28000","Mississippi","5","SA25 1/","734","65","          Real estate",9498,9785,9769,10817,12640,12836,13106,14532,15991,15959,15522,15868,15858,16349,17697,18580,20210,21040,17011,18190,17423,17974,17603,17958,18146,18025,19099,19716,21749,22722,23318,25542,"(NA)"
"28000","Mississippi","5","SA25 1/","735","...","          Combined real estate, insurance, etc. 4/",381,390,406,403,391,431,390,403,407,287,237,218,202,216,183,155,136,141,125,"(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)"
"28000","Mississippi","5","SA25 1/","736","67","          Holding and other investment offices",3290,4896,6447,5900,6623,5598,4761,6007,5714,6171,5120,5784,5421,5641,4468,4529,3985,5032,3336,3697,4096,3583,3407,2946,3111,3483,4136,5722,6317,6673,7299,8625,"(NA)"
"28000","Mississippi","5","SA25 1/","800","I","      Services",163026,164574,166350,172467,172701,171381,172542,176321,182370,187665,187450,185903,185820,189706,195445,197863,203816,208060,214815,221842,228143,234815,245396,254745,279084,302225,311020,327072,340053,348068,354734,358558,363957
"28000","Mississippi","5","SA25 1/","805","70","        Hotels and other lodging places",7442,7343,7780,7663,8372,8761,8932,9071,9152,9557,9191,9235,8964,8992,8892,8849,9221,9253,8832,8848,8857,8704,8728,8796,10633,16738,19604,22606,23325,26624,32079,34708,"(NA)"
"28000","Mississippi","5","SA25 1/","810","72","        Personal services",14608,14225,14777,15674,15413,15359,15521,15827,16122,16586,16527,16056,15859,15991,16764,17208,19455,19993,20998,21228,19099,19091,19340,19888,21633,20640,21337,21924,23199,24175,22997,22992,"(NA)"
"28000","Mississippi","5","SA25 1/","815","88","        Private households",61798,59300,56986,54741,50881,45223,42930,41640,41277,38816,34162,29490,29019,28893,27996,27037,26117,25136,23881,22211,20633,18570,18002,19322,18765,16511,15972,14929,14065,13672,12227,10314,"(NA)"
"28000","Mississippi","5","SA25 1/","820","73","        Business services",8095,8107,8271,9653,10244,10887,11729,12592,13442,14493,16710,17044,17103,18619,20344,20998,24024,26348,32109,31799,33491,36645,36617,38199,41769,44946,46192,51249,57022,58111,59753,59330,"(NA)"
"28000","Mississippi","5","SA25 1/","825","75","        Automotive repair, services, and parking",4948,5075,5634,6104,6293,6394,6505,7030,7585,7714,8118,8295,8124,8319,8994,9773,10335,10408,10368,10437,10534,11229,11480,11447,12062,12010,12848,13266,13238,12665,13245,13600,"(NA)"
"28000","Mississippi","5","SA25 1/","830","76","        Miscellaneous repair services",3617,3729,4089,4314,4654,4921,5139,5621,5861,5871,5878,5971,5917,5993,6037,6426,6255,6670,6094,7134,7349,6899,7146,7197,8264,7293,7802,7959,8298,8115,8149,8224,"(NA)"
"28000","Mississippi","5","SA25 1/","835","79","        Amusement and recreation services",2898,2642,3071,3358,3954,4153,3849,3979,4337,4558,4698,5100,5380,5633,5570,5907,5982,6016,5846,5791,6169,6605,7030,9505,18844,30935,27721,28491,28873,29322,28958,26835,"(NA)"
"28000","Mississippi","5","SA25 1/","840","78","        Motion pictures",1130,1139,1094,1112,1262,1280,1354,1365,1266,1512,1197,1332,1055,"(D)","(D)",899,913,750,886,2092,2326,2614,2770,2769,2635,2793,3211,3220,2762,2629,2693,2604,"(NA)"
"28000","Mississippi","5","SA25 1/","845","80","        Health services",17405,18789,20026,21510,23458,25397,27092,29127,31515,34019,36247,38135,40185,41830,43443,44034,44328,45833,48388,50371,53943,57364,62139,64749,68979,72659,76393,80443,84420,84045,82760,84154,"(NA)"
"28000","Mississippi","5","SA25 1/","850","81","        Legal services",3380,3496,3640,3742,4123,4403,4565,4902,5245,5401,5707,5927,6172,6477,6502,6688,6997,7264,7508,7588,7976,8204,8382,8495,8676,8919,9149,9344,9645,10060,10329,10649,"(NA)"
"28000","Mississippi","5","SA25 1/","855","82","        Educational services",5147,6545,8424,9968,10141,10095,9661,9590,9347,9714,9599,9227,9423,9299,9731,9583,9950,10369,9952,10272,12261,12614,14610,15497,15090,15423,15613,15896,16602,17126,17080,17872,"(NA)"
"28000","Mississippi","5","SA25 1/","860","83","        Social services 5/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",7955,9082,10393,12420,12079,11889,9829,9081,9173,9310,9726,9699,9968,9418,9628,9959,10291,10979,11753,12699,13244,13555,13732,14399,15307,16502,"(NA)"
"28000","Mississippi","5","SA25 1/","865","84","        Museums, botanical, zoological gardens",15,17,23,22,24,26,11,12,12,12,11,11,"(L)","(D)","(D)","(L)","(L)",11,"(L)",169,180,183,172,177,182,185,183,173,195,212,"(D)",315,"(NA)"
"28000","Mississippi","5","SA25 1/","870","86","        Membership organizations",26229,26547,25563,25734,23938,23698,15264,14769,14237,13701,13160,12655,13079,13331,13231,13204,13276,13370,13753,14897,15705,16070,16717,16442,17060,16891,17714,18620,19168,20100,20606,20647,"(NA)"
"28000","Mississippi","5","SA25 1/","875","87","        Engineering and management services 6/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",14584,14761,15591,16374,16194,17235,17788,18087,19383,20294,20908,22329,23509,"(NA)"
"28000","Mississippi","5","SA25 1/","880","89","        Miscellaneous services",6314,7620,6972,8872,9944,10784,12035,11714,12579,13291,14166,15536,15706,16208,17771,17940,17228,16940,16223,5003,5231,4473,5598,5089,5504,5795,5950,6014,5215,5905,"(D)",6303,"(NA)"
"28000","Mississippi","5","SA25 1/","900","...","    Government and government enterprises",186992,184134,188747,193561,202598,204688,206653,204610,208079,213593,220652,226991,225307,221241,219867,221889,224869,226857,230009,231550,234941,237799,236966,241624,245262,249919,253776,255939,258766,264815,268555,273621,274785
"28000","Mississippi","5","SA25 1/","910","...","      Federal, civilian",22460,23159,22992,23693,23931,25126,25503,25765,26345,28122,29023,30132,29326,26985,26584,26715,27185,27441,27580,27320,27346,28163,27344,27752,27230,26869,26199,26018,25800,25914,25563,26980,25332
"28000","Mississippi","5","SA25 1/","920","...","      Military",52168,46568,46338,43783,45106,44839,44027,40824,38485,38081,37935,40708,42791,43098,42104,41516,41787,42643,42445,41680,39983,36841,35801,36364,37596,37783,37229,35970,35514,35405,35030,35340,35124
"28000","Mississippi","5","SA25 1/","930","...","      State and local",112364,114407,119417,126085,133561,134723,137123,138021,143249,147390,153694,156151,153190,151158,151179,153658,155897,156773,159984,162550,167612,172795,173821,177508,180436,185267,190348,193951,197452,203496,207962,211301,214329
"28000","Mississippi","5","SA25 1/","931","...","        State government","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",45813,46922,46958,47171,47312,48382,49064,48443,48686,49511,50812,52158,52367,53244,54204,54765,56115,57107,58136,59999,62144,65688,67730
"28000","Mississippi","5","SA25 1/","932","...","        Local government","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",107881,109229,106232,103987,103867,105276,106833,108330,111298,113039,116800,120637,121454,124264,126232,130502,134233,136844,139316,143497,145818,145613,146599
"Note: See the included footnote file."
"SA25: Total Full-Time and Part-Time Employment by SIC Industry"
"Last updated: September 28, 2016-- revised estimates for 1998-2001."
