"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"00000","United States"," ","SA35","2220","...","      Public assistance medical care benefits 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",116500,140537,165646,197732,227803,249876,350080,468350,529000,689000,930000,1070000,1255000,1476000,1990000,2780000,4055000,4634000,5600000,6969000,8514000,9999000,11827000,14686000,16362000,17874000,19979000,22581000,25659000,29980000,32592000,36514000,39438000,42859000,47062000,51388000,56769000,64976000,78176000,102116000,121786000,135145000,144886000,155007000,163602000,168291000,175278000,189252000,205021000,234643000,258543000,274017000,300148000,315197000,311170000,336841000,351719000,383455000,410834000,419541000,431313000,453465000,500029000,551843000
"00000","United States"," ","SA35","2221","...","        Medicaid 3/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",5455000,6744000,8211000,9611000,11176000,13863000,15457000,16737000,18619000,21067000,23855000,27746000,30159000,33871000,36572000,39673000,43645000,47836000,53027000,60838000,73144000,96911000,116248000,130104000,139429000,149570000,158188000,163124000,170195000,184555000,199493000,227259000,250009000,264526000,289813000,304413000,299104000,324178000,338322000,369248000,396633000,405674000,417275000,439673000,487422000,539587000
"00000","United States"," ","SA35","2222","...","        Other medical care benefits 4/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",145000,225000,303000,388000,651000,823000,905000,1137000,1360000,1514000,1804000,2234000,2433000,2643000,2866000,3186000,3417000,3552000,3742000,4138000,5032000,5205000,5538000,5041000,5457000,5437000,5414000,5167000,5083000,4697000,5528000,7384000,8534000,9491000,10335000,10784000,12066000,12663000,13397000,14207000,14201000,13867000,14038000,13792000,12607000,12256000
"00000","United States"," ","SA35","2230","...","      Military medical insurance benefits 5/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",136000,195000,250000,309000,363000,417000,473000,498000,509000,507000,545000,597000,688000,764000,894000,1114000,1275000,1368000,1567000,1825000,2083000,2459000,2622000,2994000,3219000,3334000,3023000,2577000,2352000,2395000,2384000,2570000,2735000,3056000,3538000,4125000,5734000,6878000,8255000,10115000,10916000,12172000,13613000,14055000,14652000,15441000,14024000,14653000,14963000
"00000","United States"," ","SA35","2300","...","    Income maintenance benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1759000,2209015,2402545,2333376,2358594,2415326,2527955,2597494,2670788,2884056,3168652,3335158,3401021,3576469,3716698,3882363,4071302,4286161,4663126,5369110,6190075,7275000,9897000,12220000,13398000,13935000,17887000,21480000,23998000,24773000,25234000,28026000,34933000,38209000,38919000,41936000,43256000,44886000,47513000,48653000,52986000,58178000,65441000,74771000,86836000,92509000,98210000,104951000,107701000,106158000,107098000,109356000,110582000,113847000,124995000,137686000,149133000,165972000,170076000,179897000,195320000,230752000,255941000,263676000,267092000,270561000,269532000,268869000
"00000","United States"," ","SA35","2310","...","      Supplemental security income (SSI) benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1909904,1924077,1947000,1906000,1931000,2013000,2051000,2098000,2201000,2360000,2419000,2627000,2953000,3172000,3365000,3449000,5281000,5913000,6137000,6306000,6556000,7081000,7941000,8595000,8979000,9405000,10372000,11058000,12079000,12948000,13785000,14980000,16670000,18612000,22328000,24653000,26269000,27726000,28903000,29154000,30322000,31023000,31675000,33162000,34664000,35719000,37095000,38261000,39903000,42201000,44017000,47581000,49159000,50484000,53038000,54851000,55794000,56661000
"00000","United States"," ","SA35","2320","...","      Earned Income Tax Credit (EITC)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1271000,1262000,1132000,1069000,1983000,1933000,1834000,1769000,1694000,1577000,2009000,1936000,3711000,5646000,6313000,7175000,10549000,11649000,13985000,19903000,24336000,27413000,29192000,30276000,30423000,30225000,32154000,36468000,37675000,39237000,41049000,43769000,46649000,48841000,59778000,60950000,62472000,65482000,68920000,69118000
"00000","United States"," ","SA35","2330","...","      Supplemental Nutrition Assistance Program (SNAP)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",7000,14000,26000,28000,45000,84000,139000,198000,264000,1103000,1698000,1980000,2209000,3433000,4597000,4598000,4394000,4585000,6332000,8214000,10065000,9896000,11066000,10669000,10690000,10553000,10607000,11213000,12325000,14741000,18264000,21295000,22211000,22842000,22447000,21953000,18732000,16465000,15473000,14565000,15967000,18612000,22125000,25946000,29492000,29390000,30921000,37034000,54762000,66515000,72730000,74851000,74657000,69411000,68737000
"00000","United States"," ","SA35","2340","...","      Other income maintenance benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1258748,1411081,1454021,1663469,1771698,1843363,1992302,2143161,2378126,2870110,3573075,4384000,5841000,7350000,8053000,8277000,9173000,10970000,11992000,12811000,12961000,13544000,16795000,17616000,18210000,19696000,20521000,21561000,22872000,23162000,24277000,25227000,27717000,30720000,32664000,33996000,35114000,34875000,32509000,30859000,31119000,32584000,33919000,34493000,39565000,43374000,48417000,58982000,59734000,63006000,67620000,79568000,80489000,79512000,76731000,75571000,75407000,74353000
"00000","United States"," ","SA35","2341","...","        Family assistance 6/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",841063,939378,991000,1146000,1288000,1356000,1500000,1650000,1854000,2256000,2824000,3545000,4836000,6195000,6923000,7218000,7955000,9305000,10105000,10639000,10776000,11078000,12516000,13144000,12889000,13847000,14480000,15185000,16138000,16415000,16890000,17485000,19187000,21132000,22242000,22826000,23163000,22637000,20325000,17877000,17429000,17920000,18440000,18106000,17684000,18367000,18418000,18355000,18226000,18406000,19126000,21264000,22421000,20795000,19832000,19728000,19805000,19944000
"00000","United States"," ","SA35","2342","...","        Excluding family assistance 7/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",417685,471703,463021,517469,483698,487363,492302,493161,524126,614110,749075,839000,1005000,1155000,1130000,1059000,1218000,1665000,1887000,2172000,2185000,2466000,4279000,4472000,5321000,5849000,6041000,6376000,6734000,6747000,7387000,7742000,8530000,9588000,10422000,11170000,11951000,12238000,12184000,12982000,13690000,14664000,15479000,16387000,21881000,25007000,29999000,40627000,41508000,44600000,48494000,58304000,58068000,58717000,56899000,55843000,55602000,54409000
"00000","United States"," ","SA35","2400","...","    Unemployment insurance compensation","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1270000,2247000,1494952,888926,1080342,1091581,2334406,1607229,1583905,1957907,4256685,2864655,3079000,4401000,3182000,3061000,2776000,2365000,1913000,2237000,2207000,2328000,4200000,6190000,6051000,4587000,7038000,18178000,16551000,13291000,10292000,10341000,18662000,17032000,25338000,26437000,15996000,15877000,16572000,14800000,13448000,14476000,18208000,26858000,39628000,34871000,24012000,21833000,22406000,20253000,19856000,20747000,20989000,32148000,53737000,53572000,37083000,32276000,30900000,33381000,52013000,131989000,139712000,107869000,84619000,62880000,35775000,32490000
"00000","United States"," ","SA35","2410","...","      State unemployment insurance compensation","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",790000,1730000,1372388,839880,997281,961156,2024539,1348748,1380299,1732358,3806605,2418030,2727000,3981000,2868000,2763000,2506000,2149000,1756000,2074000,2008000,2100000,3811000,5582000,5454000,4188000,6570000,17212000,15255000,12213000,8775000,9100000,15331000,15087000,24493000,25561000,15431000,15323000,15906000,14122000,12865000,13964000,17644000,26086000,38195000,33438000,23020000,20932000,21529000,19437000,19154000,20006000,20223000,31336000,52744000,52356000,35598000,31001000,29594000,32006000,50309000,129700000,137015000,105129000,82034000,60945000,34561000,31460000
"00000","United States"," ","SA35","2420","...","      Excluding state unemployment insurance compensation","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",480000,517000,122564,49046,83061,130425,309867,258481,203606,225549,450080,446625,352000,420000,314000,298000,270000,216000,157000,163000,199000,228000,389000,608000,597000,399000,468000,966000,1296000,1078000,1517000,1241000,3331000,1945000,845000,876000,565000,554000,666000,678000,583000,512000,564000,772000,1433000,1433000,992000,901000,877000,816000,702000,741000,766000,812000,993000,1216000,1485000,1275000,1306000,1375000,1704000,2289000,2697000,2740000,2585000,1935000,1214000,1030000
"00000","United States"," ","SA35","2421","...","        Unemployment compensation for Federal civilian employees (UCFE)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",28787,29066,33194,70680,58428,55000,59000,53000,60000,58000,49000,41000,42000,50000,47000,79000,109000,128000,124000,152000,270000,310000,274000,175000,163000,177000,221000,261000,241000,194000,176000,189000,177000,181000,188000,215000,332000,526000,524000,378000,339000,326000,276000,235000,207000,226000,250000,332000,333000,281000,224000,218000,216000,255000,439000,535000,671000,480000,402000,257000,204000
"00000","United States"," ","SA35","2422","...","        Unemployment compensation for railroad employees","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",60000,135000,90012,47010,76021,92024,206028,147023,120024,144040,282101,289100,214000,255000,183000,148000,124000,101000,78000,75000,81000,94000,95000,120000,87000,58000,52000,137000,219000,174000,191000,143000,238000,266000,394000,379000,188000,181000,180000,149000,101000,91000,89000,88000,81000,72000,63000,62000,65000,72000,61000,65000,81000,98000,96000,94000,79000,72000,78000,83000,84000,179000,114000,85000,83000,82000,90000,90000
"00000","United States"," ","SA35","2423","...","        Unemployment compensation for veterans (UCX)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",420000,382000,32552,2036,7040,38401,103839,82671,54516,48315,97299,99097,83000,106000,78000,90000,88000,66000,38000,46000,68000,86000,201000,349000,364000,200000,247000,521000,602000,468000,276000,286000,351000,311000,79000,186000,140000,136000,142000,130000,131000,112000,144000,186000,717000,731000,398000,320000,279000,251000,211000,201000,181000,182000,282000,364000,430000,446000,449000,406000,467000,841000,1155000,1245000,1169000,870000,510000,389000
"00000","United States"," ","SA35","2424","...","        Other unemployment compensation 8/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1000,14000,30000,18000,17000,17000,38000,165000,162000,875000,649000,2565000,1147000,111000,70000,43000,61000,155000,222000,170000,121000,116000,166000,109000,106000,153000,180000,207000,217000,195000,268000,278000,282000,283000,425000,695000,533000,561000,670000,898000,830000,893000,739000,853000,581000,357000,347000
"00000","United States"," ","SA35","2500","...","    Veterans' benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",5515000,4900000,7691359,4589531,4331778,4083004,4067705,4377853,4335476,4485326,4578848,4503601,4487000,4852000,4572000,4749000,4631000,4848000,4821000,5546000,5851000,6612000,7457000,8404000,9374000,10242000,11581000,13950000,13765000,13349000,13597000,14153000,14660000,15782000,16290000,16445000,16275000,16551000,16589000,16463000,16735000,17214000,17687000,18131000,18620000,19307000,19703000,20543000,21425000,22306000,23266000,24139000,25004000,26598000,29542000,31830000,34049000,36382000,38877000,41701000,45040000,51536000,57961000,63265000,70111000,79056000,83710000,89828000
"00000","United States"," ","SA35","2510","...","      Veterans' pension and disability benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",2417000,2242000,2224728,2176045,2627337,2654788,2819278,2989802,2944808,3037769,3205685,3290433,3427000,3626000,3717000,3843000,3925000,4151000,4038000,4446000,4592000,5090000,5433000,5884000,6312000,6461000,7107000,7795000,8452000,9189000,9713000,10636000,11372000,12520000,13310000,13682000,13735000,14048000,14187000,14199000,14584000,14975000,15550000,15891000,16184000,16707000,16934000,17548000,18274000,19137000,20147000,20991000,21966000,23386000,26142000,28177000,30194000,32505000,35018000,37721000,40715000,45545000,48455000,52101000,58352000,65789000,70327000,75856000
"00000","United States"," ","SA35","2520","...","      Veterans' readjustment benefits 9/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1864000,1898000,1686200,1229599,655910,466097,510875,654236,733380,718376,636229,492991,318000,201000,124000,83000,62000,42000,83000,307000,499000,708000,1154000,1656000,2192000,2823000,3355000,5100000,4345000,3145000,2823000,2411000,2042000,1924000,1592000,1351000,1091000,904000,695000,564000,427000,382000,257000,354000,511000,702000,853000,1086000,1139000,1230000,1220000,1323000,1322000,1509000,1664000,1933000,2161000,2256000,2264000,2417000,2749000,4435000,7976000,9652000,10327000,11894000,12060000,12691000
"00000","United States"," ","SA35","2530","...","      Veterans' life insurance benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",353000,433000,3118762,993011,787605,724289,687167,614094,603945,642062,653934,657056,660000,905000,687000,806000,621000,632000,677000,759000,713000,739000,788000,797000,800000,817000,854000,886000,936000,980000,1031000,1080000,1222000,1316000,1368000,1392000,1439000,1587000,1695000,1688000,1712000,1845000,1868000,1873000,1911000,1885000,1904000,1898000,2002000,1930000,1891000,1816000,1706000,1693000,1725000,1709000,1682000,1596000,1554000,1517000,1523000,1493000,1442000,1411000,1340000,1280000,1228000,1185000
"00000","United States"," ","SA35","2540","...","      Other assistance to veterans 10/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",881000,327000,661669,190876,260926,237830,50385,119721,53343,87119,83000,63121,82000,120000,44000,17000,23000,23000,23000,34000,47000,75000,82000,67000,70000,141000,265000,169000,32000,35000,30000,26000,24000,22000,20000,20000,10000,12000,12000,12000,12000,12000,12000,13000,14000,13000,12000,11000,10000,9000,8000,9000,10000,10000,11000,11000,12000,25000,41000,46000,53000,63000,88000,101000,92000,93000,95000,96000
"00000","United States"," ","SA35","2600","...","    Education and training assistance 11/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",31015,33045,33416,32460,34588,46485,51161,50635,61591,81265,92140,108218,131669,157312,197265,255368,330634,447951,605968,709543,828852,926000,1113000,1351000,1484000,1584000,1885000,2523000,3035000,3706000,4239000,4881000,6404000,7362000,7279000,8003000,8175000,8815000,8809000,9081000,9820000,11902000,12286000,12613000,13692000,15394000,15735000,17241000,17117000,18217000,20470000,21270000,21851000,25395000,27826000,28286000,30813000,33017000,34844000,36788000,42488000,53481000,64513000,65046000,63090000,63139000,64080000,63589000
